train_no,train_name,source,destination,day_of_week,is_weekend,distance_km,weather,congestion,historical_avg_delay,technical_issue,signal_issue,delay_minutes
12626,Kerala Express,Vijayawada Jn,Ajmer Jn,3,0,1487,Clear,High,29.9,0,1,85.3
12301,Howrah Rajdhani Express,Ajmer Jn,Bhopal Jn,5,1,1157,Heavy Rain,Low,18.7,0,0,46.8
12259,Sealdah Duronto Express,Vijayawada Jn,Mughal Sarai,5,1,373,Fog,High,0.0,0,0,66.5
12903,Golden Temple Mail,New Delhi,Nagpur Jn,3,0,893,Heavy Rain,Low,16.9,1,0,77.5
12723,Telangana Express,Kota Jn,Patna Jn,3,0,1354,Heavy Rain,Low,0.0,0,0,42.1
12626,Kerala Express,Patna Jn,Bhopal Jn,1,0,310,Light Rain,Low,8.3,0,0,23.6
12723,Telangana Express,Patna Jn,Mughal Sarai,2,0,1922,Clear,Low,16.9,0,0,30.9
12301,Howrah Rajdhani Express,Lucknow NR,Chennai Central,6,1,627,Clear,Low,35.1,0,0,30.6
12471,Swaraj Express,Nagpur Jn,Patna Jn,3,0,1151,Light Rain,High,17.5,0,0,54.0
12903,Golden Temple Mail,Lucknow NR,Ajmer Jn,5,1,1373,Clear,Medium,23.3,0,0,31.7
12301,Howrah Rajdhani Express,Lucknow NR,Chennai Central,1,0,2172,Light Rain,Medium,11.6,0,0,47.0
12471,Swaraj Express,Surat,Bhopal Jn,0,0,1788,Clear,Low,15.5,0,0,18.0
22439,Vande Bharat Express,Bhopal Jn,Vijayawada Jn,2,0,893,Heavy Rain,Low,8.2,0,0,37.2
12301,Howrah Rajdhani Express,Vadodara Jn,Surat,2,0,1550,Clear,High,6.2,0,0,36.4
12471,Swaraj Express,Surat,Kanpur Central,1,0,1774,Storm,High,20.8,0,0,89.5
12259,Sealdah Duronto Express,Chennai Central,Surat,2,0,1943,Clear,Low,4.6,0,0,20.4
12841,Coromandel Express,Vijayawada Jn,Bhopal Jn,4,0,481,Light Rain,Low,0.0,1,1,92.8
12903,Golden Temple Mail,Patna Jn,Nagpur Jn,3,0,357,Clear,Medium,11.9,0,0,25.3
22439,Vande Bharat Express,Mughal Sarai,Lucknow NR,4,0,381,Clear,Low,1.6,0,0,0.0
12841,Coromandel Express,Patna Jn,Nagpur Jn,5,1,1238,Heavy Rain,Low,16.4,0,0,38.8
22439,Vande Bharat Express,Vijayawada Jn,Mughal Sarai,4,0,683,Clear,Low,5.7,0,0,10.4
12626,Kerala Express,Vijayawada Jn,Lucknow NR,2,0,741,Clear,High,17.5,0,0,36.5
22439,Vande Bharat Express,Surat,Bhopal Jn,3,0,1227,Clear,High,32.8,0,0,41.0
12841,Coromandel Express,Surat,Bhopal Jn,1,0,2107,Clear,High,21.4,0,0,62.6
12951,Mumbai Rajdhani Express,Mughal Sarai,Kota Jn,4,0,1449,Light Rain,High,17.1,0,0,63.3
12471,Swaraj Express,Nagpur Jn,Lucknow NR,0,0,1581,Storm,Low,20.0,0,0,53.0
12723,Telangana Express,Vadodara Jn,Chennai Central,2,0,1606,Heavy Rain,Medium,0.0,0,0,52.4
12471,Swaraj Express,Chennai Central,Kanpur Central,2,0,1196,Clear,Low,14.8,0,0,27.0
22439,Vande Bharat Express,Nagpur Jn,Chennai Central,1,0,1744,Clear,Low,0.0,0,0,13.2
22439,Vande Bharat Express,Surat,Chennai Central,4,0,296,Heavy Rain,Medium,37.2,0,0,53.0
12723,Telangana Express,Mughal Sarai,Howrah Jn,5,1,1400,Fog,Low,34.9,0,0,68.1
12259,Sealdah Duronto Express,Mumbai Central,Bhopal Jn,2,0,633,Heavy Rain,Low,14.3,0,1,63.9
12841,Coromandel Express,Howrah Jn,Kota Jn,3,0,935,Light Rain,Low,20.5,0,0,32.3
12259,Sealdah Duronto Express,Lucknow NR,Delhi Junction,1,0,387,Clear,High,10.9,0,0,37.5
12951,Mumbai Rajdhani Express,Chennai Central,Kota Jn,5,1,1859,Clear,Low,18.6,0,0,28.2
12723,Telangana Express,Ajmer Jn,Vadodara Jn,1,0,1729,Clear,Low,19.8,0,0,21.8
12009,Shatabdi Express,Nagpur Jn,Delhi Junction,1,0,1182,Clear,Medium,30.8,0,0,37.8
12471,Swaraj Express,Mumbai Central,Vadodara Jn,5,1,1944,Clear,Medium,15.1,0,0,48.0
12626,Kerala Express,Vadodara Jn,Surat,1,0,1671,Clear,Medium,13.0,0,0,25.7
12841,Coromandel Express,New Delhi,Mughal Sarai,5,1,1982,Heavy Rain,Low,22.6,0,0,66.6
12009,Shatabdi Express,Howrah Jn,Lucknow NR,2,0,156,Light Rain,Medium,22.5,0,0,26.6
12903,Golden Temple Mail,Bhopal Jn,New Delhi,2,0,1401,Fog,Medium,0.0,0,0,62.5
12259,Sealdah Duronto Express,Kanpur Central,Mumbai Central,1,0,1840,Light Rain,Low,7.7,0,0,29.5
12951,Mumbai Rajdhani Express,Nagpur Jn,Surat,5,1,1724,Heavy Rain,High,21.5,0,0,83.2
12903,Golden Temple Mail,Surat,Mughal Sarai,4,0,186,Clear,Low,0.0,0,0,3.6
12723,Telangana Express,Chennai Central,Patna Jn,5,1,881,Clear,Medium,21.0,0,0,26.9
12903,Golden Temple Mail,Lucknow NR,Patna Jn,2,0,1202,Fog,High,0.0,0,1,100.2
12626,Kerala Express,Surat,Patna Jn,6,1,1902,Clear,High,0.9,0,0,51.8
12951,Mumbai Rajdhani Express,Howrah Jn,Patna Jn,1,0,2010,Storm,High,12.7,0,1,129.6
12841,Coromandel Express,Ajmer Jn,Mughal Sarai,5,1,421,Light Rain,Low,12.2,0,1,62.8
12259,Sealdah Duronto Express,Mughal Sarai,Nagpur Jn,1,0,1993,Storm,Medium,21.5,1,1,139.5
12723,Telangana Express,Howrah Jn,Mumbai Central,3,0,761,Clear,Low,14.7,0,1,30.3
12903,Golden Temple Mail,Chennai Central,Howrah Jn,1,0,1195,Heavy Rain,Medium,28.1,0,0,72.7
12471,Swaraj Express,Patna Jn,New Delhi,2,0,1404,Clear,Low,28.4,0,0,22.1
12951,Mumbai Rajdhani Express,Surat,Vijayawada Jn,1,0,950,Heavy Rain,High,34.0,0,0,78.4
12626,Kerala Express,Howrah Jn,Mughal Sarai,1,0,728,Storm,Low,8.8,0,0,57.4
12009,Shatabdi Express,Lucknow NR,Surat,3,0,1459,Storm,High,20.6,0,0,77.4
22439,Vande Bharat Express,Vijayawada Jn,New Delhi,2,0,261,Clear,Low,12.4,0,0,16.0
12009,Shatabdi Express,Patna Jn,Vijayawada Jn,0,0,196,Light Rain,Low,28.5,1,0,70.4
12626,Kerala Express,Vijayawada Jn,Mumbai Central,0,0,1923,Storm,Medium,21.7,0,0,69.4
12009,Shatabdi Express,Bhopal Jn,Howrah Jn,3,0,1141,Heavy Rain,Medium,20.5,0,0,64.0
12903,Golden Temple Mail,Chennai Central,Howrah Jn,2,0,1206,Storm,Low,0.0,0,0,36.0
12723,Telangana Express,New Delhi,Patna Jn,6,1,1765,Clear,Low,9.8,0,0,31.0
12951,Mumbai Rajdhani Express,Patna Jn,Vadodara Jn,6,1,2096,Fog,Medium,25.5,1,0,102.7
12471,Swaraj Express,Nagpur Jn,Howrah Jn,1,0,492,Heavy Rain,Medium,21.5,0,0,52.8
12301,Howrah Rajdhani Express,Lucknow NR,New Delhi,1,0,1319,Clear,High,39.8,0,1,101.3
12951,Mumbai Rajdhani Express,Patna Jn,New Delhi,2,0,1355,Heavy Rain,Low,2.2,0,0,30.0
12903,Golden Temple Mail,Ajmer Jn,Vijayawada Jn,6,1,1012,Storm,Low,1.3,0,0,55.8
12259,Sealdah Duronto Express,Nagpur Jn,Ajmer Jn,6,1,2009,Light Rain,Medium,17.5,0,0,48.9
12951,Mumbai Rajdhani Express,Howrah Jn,Nagpur Jn,3,0,470,Light Rain,Medium,23.6,0,0,32.1
12626,Kerala Express,Chennai Central,Lucknow NR,3,0,854,Clear,Low,15.1,0,0,16.6
12301,Howrah Rajdhani Express,Ajmer Jn,Vijayawada Jn,2,0,2011,Clear,Low,34.6,0,0,22.4
12301,Howrah Rajdhani Express,Mumbai Central,Vadodara Jn,5,1,1101,Fog,Low,13.9,0,0,51.5
12301,Howrah Rajdhani Express,Lucknow NR,Surat,1,0,1456,Fog,Low,18.5,0,0,65.6
12951,Mumbai Rajdhani Express,Bhopal Jn,Mumbai Central,6,1,1434,Storm,Low,24.6,0,0,73.9
12841,Coromandel Express,Kota Jn,Vadodara Jn,0,0,517,Clear,Low,11.6,0,0,15.2
12723,Telangana Express,Kanpur Central,Howrah Jn,6,1,1997,Light Rain,High,43.5,0,0,75.9
12723,Telangana Express,Lucknow NR,Ajmer Jn,6,1,346,Light Rain,Medium,12.4,1,0,79.1
12259,Sealdah Duronto Express,Kota Jn,Mughal Sarai,0,0,1153,Clear,Medium,24.2,0,0,32.0
12723,Telangana Express,Vadodara Jn,New Delhi,5,1,1532,Light Rain,Low,33.3,0,0,44.4
22439,Vande Bharat Express,Chennai Central,Lucknow NR,0,0,527,Heavy Rain,Low,39.8,0,0,38.2
12009,Shatabdi Express,Howrah Jn,Surat,5,1,362,Clear,Low,39.3,0,0,17.4
12903,Golden Temple Mail,Patna Jn,Vadodara Jn,6,1,171,Clear,Medium,19.6,0,0,29.8
12626,Kerala Express,Chennai Central,Lucknow NR,4,0,728,Clear,Low,23.3,0,0,27.9
12009,Shatabdi Express,Delhi Junction,Chennai Central,0,0,1145,Clear,Medium,13.6,0,0,48.3
12841,Coromandel Express,Delhi Junction,Howrah Jn,5,1,1404,Heavy Rain,Medium,12.6,0,0,58.2
12009,Shatabdi Express,Vadodara Jn,New Delhi,6,1,1654,Clear,Low,5.9,0,0,24.2
12259,Sealdah Duronto Express,Vadodara Jn,Bhopal Jn,1,0,1597,Heavy Rain,Medium,20.7,0,1,94.4
12903,Golden Temple Mail,Kanpur Central,Kota Jn,0,0,1107,Storm,High,2.0,0,0,70.1
12301,Howrah Rajdhani Express,New Delhi,Bhopal Jn,4,0,860,Fog,Medium,12.5,0,0,70.5
12009,Shatabdi Express,Howrah Jn,Mughal Sarai,4,0,2009,Light Rain,Low,17.4,0,0,36.0
12301,Howrah Rajdhani Express,Bhopal Jn,Kanpur Central,2,0,1631,Clear,Low,14.0,0,0,12.4
12259,Sealdah Duronto Express,Chennai Central,Lucknow NR,1,0,1030,Heavy Rain,Low,18.1,0,0,38.5
12471,Swaraj Express,Lucknow NR,Kota Jn,4,0,1773,Clear,High,15.2,0,0,48.2
12301,Howrah Rajdhani Express,Vadodara Jn,Bhopal Jn,5,1,1744,Storm,Medium,20.3,0,0,73.2
22439,Vande Bharat Express,Ajmer Jn,Bhopal Jn,0,0,1507,Clear,High,21.9,0,0,56.0
12951,Mumbai Rajdhani Express,Nagpur Jn,Vijayawada Jn,5,1,2094,Fog,Low,25.5,0,0,57.7
12471,Swaraj Express,Ajmer Jn,Vijayawada Jn,4,0,740,Clear,Low,8.9,0,0,16.1
12301,Howrah Rajdhani Express,Patna Jn,Chennai Central,1,0,1474,Clear,Low,40.7,0,0,31.6
12259,Sealdah Duronto Express,Kota Jn,Surat,4,0,1558,Light Rain,Low,18.4,0,0,31.0
12626,Kerala Express,Kanpur Central,Patna Jn,3,0,1501,Storm,Low,1.6,0,0,45.2
12626,Kerala Express,Bhopal Jn,Mughal Sarai,3,0,476,Fog,Medium,8.9,0,0,64.7
12471,Swaraj Express,Surat,Kota Jn,5,1,1659,Heavy Rain,High,16.2,0,0,72.3
12009,Shatabdi Express,Surat,Delhi Junction,5,1,2061,Heavy Rain,High,11.1,0,0,70.0
12626,Kerala Express,New Delhi,Vadodara Jn,6,1,384,Clear,Low,30.5,0,0,18.1
12471,Swaraj Express,Kanpur Central,New Delhi,4,0,1434,Light Rain,Low,25.5,0,0,30.2
12259,Sealdah Duronto Express,Howrah Jn,Bhopal Jn,4,0,800,Clear,Medium,13.3,0,0,31.1
12471,Swaraj Express,Kanpur Central,Mughal Sarai,0,0,314,Fog,Low,24.3,0,0,35.2
22439,Vande Bharat Express,Mumbai Central,Bhopal Jn,2,0,1042,Clear,High,0.0,0,0,36.0
12626,Kerala Express,Kanpur Central,Mumbai Central,6,1,1882,Storm,Medium,9.7,0,0,65.5
22439,Vande Bharat Express,Vadodara Jn,Bhopal Jn,2,0,2148,Light Rain,Low,13.3,0,0,37.0
12841,Coromandel Express,Patna Jn,Bhopal Jn,4,0,1703,Storm,Low,3.4,0,0,57.2
12471,Swaraj Express,Surat,Howrah Jn,4,0,1815,Light Rain,Low,28.4,1,0,100.9
12723,Telangana Express,Lucknow NR,Surat,5,1,2078,Light Rain,Medium,0.0,0,1,63.6
12903,Golden Temple Mail,Ajmer Jn,Vijayawada Jn,6,1,1796,Clear,Low,8.0,0,0,17.3
12301,Howrah Rajdhani Express,Ajmer Jn,Delhi Junction,5,1,2019,Clear,Low,21.9,0,0,32.4
12903,Golden Temple Mail,Lucknow NR,Surat,2,0,231,Light Rain,Medium,14.4,0,0,32.1
12301,Howrah Rajdhani Express,Delhi Junction,Ajmer Jn,4,0,624,Light Rain,Low,47.3,0,0,36.2
12471,Swaraj Express,Vijayawada Jn,Surat,0,0,1775,Clear,Medium,18.2,0,0,39.5
12301,Howrah Rajdhani Express,New Delhi,Lucknow NR,2,0,1951,Clear,Medium,22.3,1,0,95.1
12951,Mumbai Rajdhani Express,Vijayawada Jn,Patna Jn,0,0,1072,Fog,Low,7.0,0,0,68.9
12009,Shatabdi Express,Lucknow NR,Howrah Jn,3,0,865,Heavy Rain,Medium,0.0,0,0,44.8
12723,Telangana Express,Mughal Sarai,Surat,0,0,1274,Fog,High,21.2,0,0,88.5
12301,Howrah Rajdhani Express,Lucknow NR,Kanpur Central,0,0,468,Clear,Low,8.8,0,0,7.9
22439,Vande Bharat Express,Mughal Sarai,Patna Jn,5,1,337,Heavy Rain,Low,2.5,0,0,46.8
12951,Mumbai Rajdhani Express,New Delhi,Vijayawada Jn,6,1,1935,Fog,Low,12.2,0,0,49.7
12723,Telangana Express,Lucknow NR,Patna Jn,3,0,1865,Clear,Low,0.0,0,0,17.8
22439,Vande Bharat Express,Mughal Sarai,Howrah Jn,5,1,324,Light Rain,Medium,23.5,0,0,29.0
12301,Howrah Rajdhani Express,Delhi Junction,Vijayawada Jn,1,0,2176,Light Rain,Low,25.0,0,0,39.4
12471,Swaraj Express,Vadodara Jn,Mughal Sarai,3,0,2100,Fog,Medium,22.0,0,0,75.0
12626,Kerala Express,Vadodara Jn,Howrah Jn,3,0,1212,Clear,Medium,26.0,0,0,36.6
12951,Mumbai Rajdhani Express,Howrah Jn,Kota Jn,4,0,759,Clear,Low,14.7,0,0,21.7
12471,Swaraj Express,Ajmer Jn,Delhi Junction,3,0,1427,Light Rain,Medium,33.4,0,0,50.4
12009,Shatabdi Express,Mughal Sarai,Vadodara Jn,5,1,520,Light Rain,Medium,14.3,1,0,88.6
12471,Swaraj Express,Patna Jn,Delhi Junction,3,0,2070,Storm,Low,27.2,0,0,71.6
22439,Vande Bharat Express,Vadodara Jn,Bhopal Jn,0,0,252,Storm,High,5.1,0,0,71.2
12951,Mumbai Rajdhani Express,Chennai Central,Kota Jn,6,1,1581,Light Rain,Medium,24.1,0,0,42.5
12301,Howrah Rajdhani Express,Vijayawada Jn,Surat,6,1,709,Clear,High,8.2,1,0,98.0
12259,Sealdah Duronto Express,Howrah Jn,New Delhi,3,0,1166,Storm,Medium,27.4,0,0,69.7
12259,Sealdah Duronto Express,Chennai Central,Vijayawada Jn,0,0,487,Clear,High,19.1,0,0,41.3
12723,Telangana Express,Surat,Mumbai Central,2,0,2061,Storm,Low,30.5,0,1,79.7
12471,Swaraj Express,Nagpur Jn,Surat,6,1,1352,Fog,Medium,0.0,0,0,65.9
12626,Kerala Express,Vadodara Jn,Mumbai Central,1,0,2111,Heavy Rain,Low,27.8,0,0,61.1
12951,Mumbai Rajdhani Express,Ajmer Jn,Chennai Central,4,0,1128,Light Rain,Low,6.4,0,0,17.6
12009,Shatabdi Express,Chennai Central,Howrah Jn,3,0,250,Clear,High,22.1,0,0,38.8
22439,Vande Bharat Express,Howrah Jn,Surat,2,0,1286,Heavy Rain,Low,14.7,0,0,33.2
12951,Mumbai Rajdhani Express,Vadodara Jn,Mughal Sarai,4,0,1074,Light Rain,Low,18.5,0,0,19.8
12626,Kerala Express,Nagpur Jn,Chennai Central,2,0,1416,Light Rain,High,2.1,0,0,44.9
12626,Kerala Express,Patna Jn,Nagpur Jn,6,1,1242,Clear,High,35.2,0,0,63.8
12471,Swaraj Express,Lucknow NR,Bhopal Jn,4,0,1247,Clear,High,10.1,0,0,41.5
22439,Vande Bharat Express,Kanpur Central,Bhopal Jn,0,0,1269,Fog,Medium,18.1,0,0,55.5
12951,Mumbai Rajdhani Express,Kanpur Central,Patna Jn,6,1,652,Clear,Low,0.0,0,1,54.4
12951,Mumbai Rajdhani Express,Kanpur Central,Surat,2,0,2097,Light Rain,High,12.5,0,0,56.2
12723,Telangana Express,Howrah Jn,New Delhi,5,1,990,Heavy Rain,Low,1.9,0,0,54.6
12626,Kerala Express,Kanpur Central,Mumbai Central,2,0,212,Clear,Medium,20.0,0,1,57.9
12626,Kerala Express,Vadodara Jn,New Delhi,2,0,959,Heavy Rain,Low,24.1,0,1,81.7
12723,Telangana Express,Mughal Sarai,New Delhi,1,0,617,Light Rain,Low,0.0,0,0,11.7
22439,Vande Bharat Express,Vijayawada Jn,Bhopal Jn,2,0,334,Clear,Low,31.1,0,0,9.5
12471,Swaraj Express,Bhopal Jn,Nagpur Jn,3,0,1304,Heavy Rain,Medium,30.8,0,0,73.5
12301,Howrah Rajdhani Express,Vijayawada Jn,Kanpur Central,0,0,210,Clear,Medium,14.5,0,0,23.7
12903,Golden Temple Mail,Vijayawada Jn,Bhopal Jn,3,0,1769,Clear,Low,2.9,0,0,21.1
12471,Swaraj Express,Chennai Central,Mumbai Central,4,0,715,Light Rain,Low,0.0,0,0,13.7
12471,Swaraj Express,Howrah Jn,Vadodara Jn,5,1,1449,Clear,Low,21.0,0,0,17.5
12723,Telangana Express,Kota Jn,Howrah Jn,4,0,249,Clear,Low,27.5,0,0,21.4
12723,Telangana Express,Delhi Junction,Vijayawada Jn,0,0,842,Light Rain,Medium,24.5,0,0,39.3
12009,Shatabdi Express,Bhopal Jn,Kanpur Central,4,0,1903,Heavy Rain,Low,17.0,0,0,61.9
12009,Shatabdi Express,Vadodara Jn,New Delhi,2,0,644,Light Rain,Low,11.1,1,0,71.5
12259,Sealdah Duronto Express,Patna Jn,Mumbai Central,0,0,1269,Fog,Medium,32.3,0,0,57.4
22439,Vande Bharat Express,Vijayawada Jn,Chennai Central,4,0,283,Fog,High,17.2,0,0,95.5
22439,Vande Bharat Express,Delhi Junction,Kanpur Central,6,1,1284,Clear,Low,23.0,0,0,19.2
12626,Kerala Express,Howrah Jn,Surat,6,1,2012,Fog,Medium,0.0,0,0,73.2
12301,Howrah Rajdhani Express,Mughal Sarai,Kanpur Central,4,0,1261,Storm,Medium,41.9,0,0,75.1
12723,Telangana Express,Nagpur Jn,Vijayawada Jn,6,1,825,Light Rain,Low,22.2,0,0,39.4
12723,Telangana Express,Mumbai Central,Surat,6,1,513,Light Rain,High,35.5,0,0,52.3
12471,Swaraj Express,Vijayawada Jn,Delhi Junction,3,0,876,Light Rain,Medium,16.0,0,0,34.9
12301,Howrah Rajdhani Express,Vadodara Jn,Vijayawada Jn,1,0,508,Clear,Low,26.4,0,0,12.2
12723,Telangana Express,Kota Jn,New Delhi,3,0,1936,Storm,High,25.7,1,1,168.3
12723,Telangana Express,Bhopal Jn,Chennai Central,4,0,1480,Light Rain,Medium,16.7,0,0,43.7
22439,Vande Bharat Express,Nagpur Jn,New Delhi,1,0,809,Light Rain,Medium,18.3,0,1,56.9
12626,Kerala Express,Surat,Nagpur Jn,3,0,1211,Fog,Low,26.6,1,0,100.4
12626,Kerala Express,Bhopal Jn,Ajmer Jn,5,1,1033,Light Rain,Low,25.1,0,0,43.3
12471,Swaraj Express,Surat,Lucknow NR,3,0,1871,Clear,Low,19.2,0,0,33.1
22439,Vande Bharat Express,New Delhi,Mughal Sarai,5,1,1806,Storm,Low,18.8,0,0,64.1
12841,Coromandel Express,Kanpur Central,Mughal Sarai,4,0,555,Light Rain,High,11.5,1,0,86.7
12009,Shatabdi Express,Mumbai Central,Mughal Sarai,4,0,670,Light Rain,High,44.1,0,0,51.8
12841,Coromandel Express,Kota Jn,Vadodara Jn,4,0,948,Light Rain,High,12.7,0,0,55.2
12301,Howrah Rajdhani Express,Bhopal Jn,Kanpur Central,3,0,1966,Fog,Medium,35.3,0,0,85.1
12626,Kerala Express,Kanpur Central,Chennai Central,4,0,1206,Heavy Rain,Medium,0.0,0,0,44.9
12259,Sealdah Duronto Express,Mumbai Central,Patna Jn,6,1,1483,Light Rain,Low,24.7,0,0,41.1
12626,Kerala Express,Vijayawada Jn,Delhi Junction,2,0,273,Fog,High,28.7,0,0,93.0
12903,Golden Temple Mail,Vijayawada Jn,Chennai Central,2,0,1837,Clear,High,12.9,1,0,82.8
12626,Kerala Express,Surat,Vadodara Jn,5,1,1748,Heavy Rain,Low,30.8,0,0,58.8
12626,Kerala Express,Mumbai Central,Mughal Sarai,4,0,1883,Clear,Medium,0.0,0,0,31.0
22439,Vande Bharat Express,Vijayawada Jn,Chennai Central,0,0,1312,Heavy Rain,Medium,31.5,0,0,50.4
12471,Swaraj Express,Bhopal Jn,Howrah Jn,4,0,768,Clear,High,26.7,0,0,47.1
12259,Sealdah Duronto Express,New Delhi,Mughal Sarai,6,1,1841,Clear,High,0.0,0,0,52.9
12723,Telangana Express,Ajmer Jn,Chennai Central,5,1,203,Clear,Low,22.0,0,0,9.8
12259,Sealdah Duronto Express,Delhi Junction,Lucknow NR,4,0,1999,Fog,Low,26.4,0,0,74.8
12903,Golden Temple Mail,Lucknow NR,Chennai Central,3,0,689,Clear,Medium,23.1,0,0,30.7
12841,Coromandel Express,Kanpur Central,Vijayawada Jn,3,0,798,Fog,High,26.7,0,0,73.7
12009,Shatabdi Express,Lucknow NR,Nagpur Jn,0,0,922,Clear,High,19.5,0,0,44.1
12951,Mumbai Rajdhani Express,Vadodara Jn,Lucknow NR,3,0,800,Clear,Low,6.4,0,0,20.1
12841,Coromandel Express,Chennai Central,Lucknow NR,0,0,370,Storm,Medium,5.5,0,0,63.1
12951,Mumbai Rajdhani Express,Bhopal Jn,Vijayawada Jn,3,0,776,Clear,Low,23.5,0,1,65.0
12301,Howrah Rajdhani Express,Lucknow NR,Vadodara Jn,4,0,1390,Clear,High,0.0,1,1,94.0
12951,Mumbai Rajdhani Express,Ajmer Jn,Kanpur Central,1,0,559,Fog,High,0.0,1,0,81.9
12841,Coromandel Express,Mughal Sarai,Patna Jn,4,0,408,Clear,Medium,27.7,0,0,33.2
12903,Golden Temple Mail,Delhi Junction,Mumbai Central,4,0,781,Light Rain,Medium,19.3,0,0,32.0
12471,Swaraj Express,Howrah Jn,Vadodara Jn,0,0,2096,Clear,Medium,20.1,0,0,52.0
12301,Howrah Rajdhani Express,Patna Jn,Lucknow NR,1,0,1992,Heavy Rain,Low,25.8,0,0,67.6
12009,Shatabdi Express,Delhi Junction,Mumbai Central,4,0,508,Clear,Medium,0.6,0,0,26.7
12301,Howrah Rajdhani Express,Ajmer Jn,Surat,4,0,861,Light Rain,Medium,0.3,0,0,34.5
12723,Telangana Express,Kota Jn,Mughal Sarai,0,0,342,Clear,Low,0.0,0,0,10.0
12009,Shatabdi Express,New Delhi,Mumbai Central,3,0,475,Clear,Low,8.6,0,0,7.6
12471,Swaraj Express,Kota Jn,Nagpur Jn,6,1,937,Fog,Low,25.4,0,0,52.4
12723,Telangana Express,Vijayawada Jn,Nagpur Jn,3,0,1211,Clear,High,18.0,0,0,68.0
12723,Telangana Express,Kanpur Central,Vijayawada Jn,6,1,250,Storm,Medium,15.2,0,0,53.1
12723,Telangana Express,Chennai Central,Delhi Junction,0,0,158,Clear,High,0.0,0,0,31.9
12723,Telangana Express,Chennai Central,Vijayawada Jn,0,0,1831,Clear,Medium,11.1,0,0,41.2
12951,Mumbai Rajdhani Express,Mumbai Central,Vadodara Jn,3,0,419,Clear,Medium,21.4,0,0,39.4
22439,Vande Bharat Express,Mughal Sarai,Ajmer Jn,0,0,1718,Clear,Low,36.2,0,0,31.6
12841,Coromandel Express,New Delhi,Kanpur Central,3,0,1341,Storm,Medium,0.0,0,0,64.9
12259,Sealdah Duronto Express,Patna Jn,Howrah Jn,4,0,691,Clear,Medium,30.6,0,0,33.9
12723,Telangana Express,Mughal Sarai,Lucknow NR,5,1,1269,Heavy Rain,Low,0.3,0,0,50.7
12903,Golden Temple Mail,Vadodara Jn,Kota Jn,0,0,1152,Storm,Medium,21.1,0,0,34.7
12841,Coromandel Express,Mumbai Central,Vadodara Jn,1,0,1744,Fog,Medium,20.2,0,1,111.6
12951,Mumbai Rajdhani Express,Surat,Howrah Jn,4,0,1829,Heavy Rain,Low,27.4,0,0,52.7
12471,Swaraj Express,Nagpur Jn,Howrah Jn,0,0,1330,Light Rain,Low,13.8,0,1,65.1
12301,Howrah Rajdhani Express,Mumbai Central,Howrah Jn,5,1,1593,Clear,Low,29.0,0,1,55.7
12626,Kerala Express,New Delhi,Chennai Central,6,1,698,Clear,Medium,6.3,1,0,73.6
12471,Swaraj Express,Surat,New Delhi,4,0,1635,Clear,Low,30.4,0,0,24.3
12009,Shatabdi Express,Vijayawada Jn,Surat,1,0,745,Clear,Medium,37.9,0,0,30.1
12951,Mumbai Rajdhani Express,Ajmer Jn,Vadodara Jn,3,0,597,Light Rain,Low,6.9,0,0,25.7
12903,Golden Temple Mail,Howrah Jn,Mughal Sarai,0,0,1433,Fog,Low,23.9,0,0,61.1
22439,Vande Bharat Express,Chennai Central,Kanpur Central,1,0,274,Clear,Medium,23.1,0,1,67.7
12009,Shatabdi Express,Kota Jn,Vijayawada Jn,3,0,532,Light Rain,Medium,8.5,0,0,22.3
12259,Sealdah Duronto Express,Surat,Bhopal Jn,0,0,1344,Clear,Low,10.1,0,0,31.4
12841,Coromandel Express,Vijayawada Jn,Chennai Central,1,0,171,Light Rain,High,25.0,0,0,61.7
12626,Kerala Express,Vadodara Jn,Patna Jn,6,1,1824,Fog,Medium,7.1,0,0,74.2
12259,Sealdah Duronto Express,New Delhi,Mughal Sarai,6,1,1130,Light Rain,High,38.6,0,0,64.8
12723,Telangana Express,New Delhi,Howrah Jn,2,0,1721,Storm,Low,2.1,1,0,75.4
12009,Shatabdi Express,Delhi Junction,Vadodara Jn,2,0,425,Fog,Low,18.7,0,0,42.6
12259,Sealdah Duronto Express,Bhopal Jn,New Delhi,2,0,524,Light Rain,Low,7.1,0,0,17.0
12951,Mumbai Rajdhani Express,Mughal Sarai,Patna Jn,2,0,794,Heavy Rain,Low,0.0,0,0,32.9
12471,Swaraj Express,Patna Jn,Mumbai Central,6,1,458,Clear,Low,24.2,0,1,37.7
12626,Kerala Express,Nagpur Jn,Mughal Sarai,2,0,1497,Clear,Medium,17.5,0,0,45.2
12903,Golden Temple Mail,Howrah Jn,Vijayawada Jn,6,1,2014,Heavy Rain,Medium,10.2,0,0,65.7
12301,Howrah Rajdhani Express,Chennai Central,Kanpur Central,2,0,911,Heavy Rain,Medium,17.4,0,0,62.1
12951,Mumbai Rajdhani Express,Ajmer Jn,Delhi Junction,4,0,1799,Fog,Low,1.3,0,0,58.0
12626,Kerala Express,Kota Jn,Lucknow NR,1,0,198,Heavy Rain,Low,2.1,0,1,66.6
12009,Shatabdi Express,Surat,Howrah Jn,5,1,1349,Clear,Low,12.4,0,0,28.0
12471,Swaraj Express,Delhi Junction,Mughal Sarai,2,0,1503,Fog,Low,12.8,0,0,68.8
